StationID,StationName,Date,Tmax,Tmin,Precip
CYBR,BRANDON ARPT,2020-12-15,-8.6,-13.9,0.2
CYBR,BRANDON ARPT,2020-12-16,-3,-12.2,0.2
CYBR,BRANDON ARPT,2020-12-17,0.6,-17,0
CYBR,BRANDON ARPT,2020-12-18,1.2,-19.3,0
CYBR,BRANDON ARPT,2020-12-19,3,-19.1,0
CYBR,BRANDON ARPT,2020-12-20,-1.7,-10,3.5
CYBR,BRANDON ARPT,2020-12-21,-3.7,-13.9,0
CYBR,BRANDON ARPT,2020-12-22,-6,-14.2,1.9
CYBR,BRANDON ARPT,2020-12-23,-14.2,-26.5,0
CYBR,BRANDON ARPT,2020-12-24,-14.5,-28.8,0
CYBR,BRANDON ARPT,2020-12-25,-1.4,-16.9,0.2
CYBR,BRANDON ARPT,2020-12-26,-6.8,-14.6,0.7
CYBR,BRANDON ARPT,2020-12-27,-7.1,-16.4,0.2
CYBR,BRANDON ARPT,2020-12-28,-13.3,-21.3,0.2
CYBR,BRANDON ARPT,2020-12-29,-6.6,-22,0.8
CYBR,BRANDON ARPT,2020-12-30,-7.4,-15.8,0
CYBR,BRANDON ARPT,2020-12-31,-7.2,-19.8,1.1
CYBR,BRANDON ARPT,2021-01-01,-6.5,-14.7,0
CYBR,BRANDON ARPT,2021-01-02,3.2,-15.1,0
CYBR,BRANDON ARPT,2021-01-03,2.7,-8.6,0
CYBR,BRANDON ARPT,2021-01-04,1.7,-15.1,0
CYBR,BRANDON ARPT,2021-01-05,-1.7,-18.1,0
CYBR,BRANDON ARPT,2021-01-06,-0.4,-8.1,0
CYBR,BRANDON ARPT,2021-01-07,0.7,-8,0
CYBR,BRANDON ARPT,2021-01-08,-1.8,-16.1,0
CYBR,BRANDON ARPT,2021-01-09,-8.9,-16,0
CYBR,BRANDON ARPT,2021-01-10,-1.6,-8.9,0
CYBR,BRANDON ARPT,2021-01-11,-3.8,-9,0
CYBR,BRANDON ARPT,2021-01-12,-1.9,-12.8,0
CYBR,BRANDON ARPT,2021-01-13,3.7,-10.6,1.7
CYBR,BRANDON ARPT,2021-01-14,1.4,-2.9,0.2
CYBR,BRANDON ARPT,2021-01-15,-1.9,-12.8,0
CYBR,BRANDON ARPT,2021-01-16,-2.7,-9.6,0
CYBR,BRANDON ARPT,2021-01-17,-1.3,-12.7,0
CYBR,BRANDON ARPT,2021-01-18,-12.6,-18.9,1.5
CYBR,BRANDON ARPT,2021-01-19,-2.5,-25.7,0.2
CYBR,BRANDON ARPT,2021-01-20,2.3,-3,0.4
CYBR,BRANDON ARPT,2021-01-21,-1,-16.7,0
CYBR,BRANDON ARPT,2021-01-22,-9,-15.3,0
